,strain_db,strain_api,error details,organism_type
4349,9654,15890,--,1
4350,9659,15891,--,1
4351,9655,15892,--,1
4352,9656,15893,--,1
4353,9657,15894,--,1
4354,9658,15895,--,1
4355,6984,15896,--,1
4356,6985,15897,--,1
4357,6995,15898,--,1
4358,7492,15899,--,1
4359,7493,15900,--,1
4360,7494,15901,--,1
4361,7732,15902,--,1
4362,6993,15903,--,1
4363,7369,15904,--,1
4364,7370,15905,--,1
4365,7371,15906,--,1
4366,7372,15907,--,1
4367,7373,15908,--,1
4368,7374,15909,--,1
4369,7375,15910,--,1
4370,7376,15911,--,1
4371,7377,15912,--,1
4372,7378,15913,--,1
4373,7379,15914,--,1
4374,7380,15915,--,1
4375,7381,15916,--,1
4376,7382,15917,--,1
4377,7383,15918,--,1
4378,7384,15919,--,1
4379,7385,15920,--,1
4380,7386,15921,--,1
4381,7387,15922,--,1
4382,7388,15923,--,1
4383,7428,15924,--,1
4384,7429,15925,--,1
4385,7430,15926,--,1
4386,7431,15927,--,1
4387,9058,15928,--,1
4388,9060,15929,--,1
4389,9062,15930,--,1
4390,9059,15931,--,1
4391,9061,15932,--,1
4392,9064,15933,--,1
4393,9065,15934,--,1
4394,9063,15935,--,1
4395,9066,15936,--,1
4396,9067,15937,--,1
4397,9068,15938,--,1
4398,9069,15939,--,1
4399,7014,15940,--,1
4400,7019,15941,--,1
4401,7109,15942,--,1
4402,7110,15943,--,1
4403,7111,15944,--,1
4404,7112,15945,--,1
4405,7113,15946,--,1
4406,7114,15947,--,1
4407,7115,15948,--,1
4408,7116,15949,--,1
4409,7117,15950,--,1
4410,7118,15951,--,1
4411,7119,15952,--,1
4412,7120,15953,--,1
4413,7121,15954,--,1
4414,7122,15955,--,1
4415,7123,15956,--,1
4416,7124,15957,--,1
4417,7125,15958,--,1
4418,7126,15959,--,1
4419,7127,15960,--,1
4420,7317,15961,--,1
4421,7338,15962,--,1
4422,7340,15963,--,1
4423,8040,15964,--,1
4424,9026,15965,--,1
4425,7248,15966,--,1
4426,7249,15967,--,1
4427,7250,15968,--,1
4428,7251,15969,--,1
4429,7252,15970,--,1
4430,7253,15971,--,1
4431,7254,15972,--,1
4432,7255,15973,--,1
4433,7256,15974,--,1
4434,7257,15975,--,1
4435,7258,15976,--,1
4436,7259,15977,--,1
4437,7260,15978,--,1
4438,7319,15979,--,1
4439,7320,15980,--,1
4440,7321,15981,--,1
4441,7322,15982,--,1
4442,7323,15983,--,1
4443,7324,15984,--,1
4444,7325,15985,--,1
4445,7326,15986,--,1
4446,7327,15987,--,1
4447,7328,15988,--,1
4448,7329,15989,--,1
4449,7330,15990,--,1
4450,7331,15991,--,1
4451,7332,15992,--,1
4452,7333,15993,--,1
4453,7334,15994,--,1
4454,7423,15995,--,1
4455,8185,15996,--,1
4456,8186,15997,--,1
4457,8187,15998,--,1
4458,8188,15999,--,1
4459,8189,16000,--,1
4460,8190,16001,--,1
4461,8191,16002,--,1
4462,8192,16003,--,1
4463,8193,16004,--,1
4464,8194,16005,--,1
4465,8195,16006,--,1
4466,8196,16007,--,1
4467,8197,16008,--,1
4468,8198,16009,--,1
4469,8199,16010,--,1
4470,8200,16011,--,1
4471,8937,16012,--,1
4472,8935,16013,--,1
4473,8936,16014,--,1
4474,8938,16015,--,1
4475,8939,16016,--,1
4476,8940,16017,--,1
4477,8941,16018,--,1
4478,9409,16019,--,1
4479,9410,16020,--,1
4480,9416,16021,--,1
4481,9411,16022,--,1
4482,9415,16023,--,1
4483,9412,16024,--,1
4484,9413,16025,--,1
4485,9414,16026,--,1
4486,9704,16027,--,1
4487,7021,16028,--,1
4488,9113,16029,--,1
4489,9115,16030,--,1
4490,7048,16031,--,1
4491,7049,16032,--,1
4492,7050,16033,--,1
4493,7051,16034,--,1
4494,7052,16035,--,1
4495,7053,16036,--,1
4496,7054,16037,--,1
4497,7055,16038,--,1
4498,7056,16039,--,1
4499,7057,16040,--,1
4500,7058,16041,--,1
4501,7059,16042,--,1
4502,7060,16043,--,1
4503,7061,16044,--,1
4504,7062,16045,--,1
4505,7063,16046,--,1
4506,7064,16047,--,1
4507,7065,16048,--,1
4508,7066,16049,--,1
4509,7067,16050,--,1
4510,7271,16051,--,1
4511,7394,16052,--,1
4512,7395,16053,--,1
4513,7396,16054,--,1
4514,7397,16055,--,1
4515,7398,16056,--,1
4516,7399,16057,--,1
4517,7400,16058,--,1
4518,7401,16059,--,1
4519,7402,16060,--,1
4520,7403,16061,--,1
4521,7404,16062,--,1
4522,7405,16063,--,1
4523,7406,16064,--,1
4524,7407,16065,--,1
4525,8700,16066,--,1
4526,8703,16067,--,1
4527,8701,16068,--,1
4528,8705,16069,--,1
4529,8702,16070,--,1
4530,8704,16071,--,1
4531,8706,16072,--,1
4532,8707,16073,--,1
4533,7076,16074,--,1
4534,7077,16075,--,1
4535,7131,16076,--,1
4536,7132,16077,--,1
4537,7138,16078,--,1
4538,7139,16079,--,1
4539,7140,16080,--,1
4540,7141,16081,--,1
4541,7133,16082,--,1
4542,7134,16083,--,1
4543,7135,16084,--,1
4544,7136,16085,--,1
4545,7137,16086,--,1
4546,8049,16087,--,1
4547,8050,16088,--,1
4548,8051,16089,--,1
4549,8052,16090,--,1
4550,8053,16091,--,1
4551,8054,16092,--,1
4552,8055,16093,--,1
4553,8056,16094,--,1
4554,8057,16095,--,1
4555,8058,16096,--,1
4556,8059,16097,--,1
4557,8060,16098,--,1
4558,8576,16099,--,1
4559,8579,16100,--,1
4560,8574,16101,--,1
4561,8910,16102,--,1
4562,7144,16103,--,1
4563,7145,16104,--,1
4564,7146,16105,--,1
4565,7147,16106,--,1
4566,7185,16107,--,1
4567,7186,16108,--,1
4568,7187,16109,--,1
4569,7188,16110,--,1
4570,7189,16111,--,1
4571,7718,16112,--,1
4572,7719,16113,--,1
4573,7720,16114,--,1
4574,7721,16115,--,1
4575,7722,16116,--,1
4576,8456,16117,--,1
4577,8457,16118,--,1
4578,8458,16119,--,1
4579,8460,16120,--,1
4580,8459,16121,--,1
4581,8254,16122,--,1
4582,7194,16123,--,1
4583,7471,16124,--,1
4584,8945,16125,--,1
4585,8181,16126,--,1
4586,8484,16127,--,1
4587,8585,16128,--,1
4588,9178,16129,--,1
4589,9645,16130,--,1
4590,9646,16131,--,1
4591,9647,16132,--,1
4592,9648,16133,--,1
4593,7230,16134,--,1
4594,9542,16135,--,1
4595,9543,16136,--,1
4596,9544,16137,--,1
4597,9545,16138,--,1
4598,9546,16139,--,1
4599,9547,16140,--,1
4600,9548,16141,--,1
4601,9549,16142,--,1
4602,7452,16143,--,1
4603,7457,16144,--,1
4604,7447,16145,--,1
4605,7448,16146,--,1
4606,7449,16147,--,1
4607,7450,16148,--,1
4608,7451,16149,--,1
4609,7453,16150,--,1
4610,7454,16151,--,1
4611,7455,16152,--,1
4612,7456,16153,--,1
4613,7681,16154,--,1
4614,7682,16155,--,1
4615,7683,16156,--,1
4616,7684,16157,--,1
4617,7685,16158,--,1
4618,7686,16159,--,1
4619,7687,16160,--,1
4620,7688,16161,--,1
4621,7689,16162,--,1
4622,7745,16163,--,1
4623,7746,16164,--,1
4624,7747,16165,--,1
4625,8027,16166,--,1
4626,8260,16167,--,1
4627,8261,16168,--,1
4628,8262,16169,--,1
4629,8263,16170,--,1
4630,8264,16171,--,1
4631,8265,16172,--,1
4632,8266,16173,--,1
4633,8267,16174,--,1
4634,8268,16175,--,1
4635,8269,16176,--,1
4636,8270,16177,--,1
4637,8271,16178,--,1
4638,8272,16179,--,1
4639,8273,16180,--,1
4640,8274,16181,--,1
4641,9524,16182,--,1
4642,8319,16183,--,1
4643,8321,16184,--,1
4644,8332,16185,--,1
4645,9518,16186,--,1
4646,9519,16187,--,1
4647,9520,16188,--,1
4648,9521,16189,--,1
4649,9522,16190,--,1
4650,9523,16191,--,1
4651,9525,16192,--,1
4652,9526,16193,--,1
4653,9527,16194,--,1
4654,9528,16195,--,1
4655,9529,16196,--,1
4656,9530,16197,--,1
4657,9531,16198,--,1
4658,9532,16199,--,1
4659,9533,16200,--,1
4660,9534,16201,--,1
4661,8320,16202,--,1
4662,8322,16203,--,1
4663,8324,16204,--,1
4664,8323,16205,--,1
4665,8325,16206,--,1
4666,8326,16207,--,1
4667,8327,16208,--,1
4668,8328,16209,--,1
4669,8333,16210,--,1
4670,8329,16211,--,1
4671,8330,16212,--,1
4672,8331,16213,--,1
4673,9270,16214,--,1
4674,9277,16215,--,1
4675,9278,16216,--,1
4676,9279,16217,--,1
4677,9280,16218,--,1
4678,9281,16219,--,1
4679,9282,16220,--,1
4680,9283,16221,--,1
4681,9284,16222,--,1
4682,9285,16223,--,1
4683,7311,16224,--,1
4684,7362,16225,--,1
4685,7757,16226,--,1
4686,7761,16227,--,1
4687,8762,16228,--,1
4688,8755,16229,--,1
4689,8756,16230,--,1
4690,8757,16231,--,1
4691,8758,16232,--,1
4692,8759,16233,--,1
4693,8760,16234,--,1
4694,8761,16235,--,1
4695,8991,16236,--,1
4696,8992,16237,--,1
4697,9477,16238,--,1
4698,9461,16239,--,1
4699,9462,16240,--,1
4700,9463,16241,--,1
4701,9464,16242,--,1
4702,9465,16243,--,1
4703,9466,16244,--,1
4704,9467,16245,--,1
4705,9468,16246,--,1
4706,9469,16247,--,1
4707,9470,16248,--,1
4708,9471,16249,--,1
4709,9472,16250,--,1
4710,9473,16251,--,1
4711,9474,16252,--,1
4712,9475,16253,--,1
4713,9476,16254,--,1
4714,9478,16255,--,1
4715,9479,16256,--,1
4716,9480,16257,--,1
4717,7476,16258,--,1
4718,7477,16259,--,1
4719,7478,16260,--,1
4720,7479,16261,--,1
4721,7480,16262,--,1
4722,7481,16263,--,1
4723,7482,16264,--,1
4724,7483,16265,--,1
4725,7484,16266,--,1
4726,7485,16267,--,1
4727,7486,16268,--,1
4728,7487,16269,--,1
4729,7488,16270,--,1
4730,7489,16271,--,1
4731,7787,16272,--,1
4732,7788,16273,--,1
4733,7789,16274,--,1
4734,7790,16275,--,1
4735,7791,16276,--,1
4736,7792,16277,--,1
4737,7793,16278,--,1
4738,7794,16279,--,1
4739,7795,16280,--,1
4740,7796,16281,--,1
4741,8235,16282,--,1
4742,8236,16283,--,1
4743,8237,16284,--,1
4744,8238,16285,--,1
4745,8239,16286,--,1
4746,8240,16287,--,1
4747,8241,16288,--,1
4748,8242,16289,--,1
4749,8243,16290,--,1
4750,8764,16291,--,1
4751,8765,16292,--,1
4752,8766,16293,--,1
4753,8767,16294,--,1
4754,8768,16295,--,1
4755,8769,16296,--,1
4756,8770,16297,--,1
4757,8771,16298,--,1
4758,8772,16299,--,1
4759,8773,16300,--,1
4760,8774,16301,--,1
4761,8775,16302,--,1
4762,8776,16303,--,1
4763,8777,16304,--,1
4764,8778,16305,--,1
4765,8779,16306,--,1
4766,8780,16307,--,1
4767,8781,16308,--,1
4768,8782,16309,--,1
4769,8783,16310,--,1
4770,9297,16311,--,1
4771,9298,16312,--,1
4772,9347,16313,--,1
4773,9348,16314,--,1
4774,9349,16315,--,1
4775,9350,16316,--,1
4776,9351,16317,--,1
4777,9352,16318,--,1
4778,9353,16319,--,1
4779,9354,16320,--,1
4780,9355,16321,--,1
4781,9356,16322,--,1
4782,9357,16323,--,1
4783,9358,16324,--,1
4784,9359,16325,--,1
4785,9360,16326,--,1
4786,9361,16327,--,1
4787,9362,16328,--,1
4788,9363,16329,--,1
4789,9364,16330,--,1
4790,9365,16331,--,1
4791,9366,16332,--,1
4792,7526,16333,--,1
4793,7533,16334,--,1
4794,7534,16335,--,1
4795,7535,16336,--,1
4796,7536,16337,--,1
4797,8150,16338,--,1
4798,8593,16339,--,1
4799,9155,16340,--,1
4800,9157,16341,--,1
4801,9156,16342,-1,3
4802,7562,16343,--,1
4803,7563,16344,--,1
4804,7564,16345,--,1
4805,7565,16346,--,1
4806,7566,16347,--,1
4807,7567,16348,--,1
4808,7568,16349,--,1
4809,7569,16350,--,1
4810,7570,16351,--,1
4811,7571,16352,--,1
4812,7572,16353,--,1
4813,7573,16354,--,1
4814,7574,16355,-1,3
4815,7575,16356,--,1
4816,7576,16357,--,1
4817,8153,16358,--,1
4818,8154,16359,--,1
4819,8155,16360,--,1
4820,8156,16361,--,1
4821,8157,16362,--,1
4822,8158,16363,--,1
4823,8159,16364,--,1
4824,8160,16365,--,1
4825,8161,16366,--,1
4826,8162,16367,--,1
4827,8163,16368,--,1
4828,8164,16369,--,1
4829,8165,16370,--,1
4830,8166,16371,--,1
4831,8167,16372,--,1
4832,8168,16373,--,1
4833,8169,16374,--,1
4834,8612,16375,--,1
4835,8613,16376,--,1
4836,8614,16377,--,1
4837,8615,16378,--,1
4838,8616,16379,--,1
4839,8617,16380,--,1
4840,8618,16381,--,1
4841,8619,16382,--,1
4842,8620,16383,--,1
4843,8621,16384,--,1
4844,8622,16385,--,1
4845,8623,16386,--,1
4846,8624,16387,--,1
4847,8625,16388,--,1
4848,8626,16389,--,1
4849,8627,16390,--,1
4850,8628,16391,--,1
4851,8974,16392,--,1
4852,8978,16393,--,1
4853,8979,16394,--,1
4854,8980,16395,--,1
4855,8981,16396,--,1
4856,8975,16397,--,1
4857,8976,16398,--,1
4858,8977,16399,--,1
4859,8629,16400,--,1
4860,7585,16401,--,1
4861,7586,16402,--,1
4862,7587,16403,--,1
4863,7588,16404,--,1
4864,7589,16405,--,1
4865,7648,16406,--,1
4866,7649,16407,--,1
4867,7009,16408,--,1
4868,7010,16409,--,1
4869,7011,16410,--,1
4870,8798,16411,--,1
4871,9029,16412,--,1
4872,7629,16413,--,1
4873,7630,16414,--,1
4874,7631,16415,--,1
4875,7632,16416,--,1
4876,7633,16417,--,1
4877,7634,16418,--,1
4878,7635,16419,--,1
4879,7636,16420,--,1
4880,7637,16421,--,1
4881,7638,16422,--,1
4882,7639,16423,--,1
4883,7640,16424,--,1
4884,7641,16425,--,1
4885,7642,16426,--,1
4886,7643,16427,--,1
4887,7644,16428,--,1
4888,7645,16429,--,1
4889,7646,16430,--,1
4890,7664,16431,--,1
4891,7665,16432,--,1
4892,7666,16433,--,1
4893,7667,16434,--,1
4894,7668,16435,--,1
4895,7669,16436,--,1
4896,7670,16437,--,1
4897,7671,16438,--,1
4898,7672,16439,--,1
4899,7675,16440,--,1
4900,7676,16441,--,1
4901,7677,16442,--,1
4902,7678,16443,--,1
4903,7724,16444,--,1
4904,7738,16445,--,1
4905,7739,16446,--,1
4906,7740,16447,--,1
4907,7741,16448,--,1
4908,7742,16449,--,1
4909,7799,16450,--,1
4910,7806,16451,--,1
4911,7807,16452,--,1
4912,7808,16453,--,1
4913,7809,16454,--,1
4914,7826,16455,--,1
4915,7827,16456,--,1
4916,7828,16457,--,1
4917,7829,16458,--,1
4918,7830,16459,--,1
4919,7831,16460,--,1
4920,7832,16461,--,1
4921,7833,16462,--,1
4922,7834,16463,--,1
4923,7835,16464,--,1
4924,7836,16465,--,1
4925,7837,16466,--,1
4926,7838,16467,--,1
4927,7839,16468,--,1
4928,7940,16469,--,1
4929,8339,16470,--,1
4930,8340,16471,--,1
4931,8341,16472,--,1
4932,8342,16473,--,1
4933,8343,16474,--,1
4934,8344,16475,--,1
4935,8345,16476,--,1
4936,8346,16477,--,1
4937,8347,16478,--,1
4938,8348,16479,--,1
4939,8349,16480,--,1
4940,8350,16481,--,1
4941,8351,16482,--,1
4942,8352,16483,--,1
4943,8353,16484,--,1
4944,9101,16485,--,1
4945,9102,16486,--,1
4946,9103,16487,--,1
4947,9104,16488,--,1
4948,9105,16489,--,1
4949,9424,16490,--,1
4950,9425,16491,--,1
4951,9426,16492,--,1
4952,9427,16493,--,1
4953,9428,16494,--,1
4954,9429,16495,--,1
4955,9430,16496,--,1
4956,9431,16497,--,1
4957,9432,16498,--,1
4958,9433,16499,--,1
4959,9434,16500,--,1
4960,9435,16501,--,1
4961,9436,16502,--,1
4962,9437,16503,--,1
4963,9438,16504,--,1
4964,9439,16505,--,1
4965,9440,16506,--,1
4966,9441,16507,--,1
4967,7867,16508,--,1
4968,7868,16509,--,1
4969,7869,16510,--,1
4970,7870,16511,--,1
4971,7871,16512,--,1
4972,7872,16513,--,1
4973,7873,16514,--,1
4974,7874,16515,--,1
4975,7875,16516,--,1
4976,7876,16517,--,1
4977,7877,16518,--,1
4978,7878,16519,--,1
4979,7879,16520,--,1
4980,7880,16521,--,1
4981,7881,16522,--,1
4982,7882,16523,--,1
4983,7883,16524,--,1
4984,7884,16525,--,1
4985,7885,16526,--,1
4986,7886,16527,--,1
4987,9184,16528,--,1
4988,9185,16529,--,1
4989,8021,16530,--,1
4990,8022,16531,--,1
4991,8023,16532,--,1
4992,8024,16533,--,1
4993,8025,16534,--,1
4994,8093,16535,--,1
4995,8094,16536,--,1
4996,8095,16537,--,1
4997,8096,16538,--,1
4998,8097,16539,--,1
4999,8098,16540,--,1
5000,8099,16541,--,1
5001,8100,16542,--,1
5002,8101,16543,--,1
5003,8102,16544,--,1
5004,8103,16545,--,1
5005,8104,16546,--,1
5006,8105,16547,--,1
5007,8106,16548,--,1
5008,8107,16549,--,1
5009,8204,16550,--,1
5010,8295,16551,--,1
5011,8296,16552,--,1
5012,8297,16553,--,1
5013,8298,16554,--,1
5014,8299,16555,--,1
5015,8300,16556,--,1
5016,8301,16557,-1,3
5017,8302,16558,--,1
5018,8303,16559,--,1
5019,8304,16560,--,1
5020,8305,16561,--,1
5021,8306,16562,--,1
5022,8307,16563,--,1
5023,8308,16564,--,1
5024,8309,16565,--,1
5025,8310,16566,--,1
5026,8311,16567,--,1
5027,8312,16568,--,1
5028,8313,16569,--,1
5029,8357,16570,--,1
5030,8367,16571,--,1
5031,9629,16572,--,1
5032,8369,16573,--,1
5033,8401,16574,--,1
5034,8464,16575,--,1
5035,8465,16576,--,1
5036,8466,16577,--,1
5037,8467,16578,--,1
5038,8468,16579,--,1
5039,8469,16580,--,1
5040,8470,16581,--,1
5041,8471,16582,--,1
5042,8472,16583,--,1
5043,8473,16584,--,1
5044,8474,16585,--,1
5045,8475,16586,--,1
5046,8476,16587,--,1
5047,8477,16588,--,1
5048,8686,16589,--,1
5049,8687,16590,--,1
5050,8688,16591,--,1
5051,8689,16592,--,1
5052,8690,16593,--,1
5053,8691,16594,--,1
5054,8692,16595,--,1
5055,8919,16596,--,1
5056,8920,16597,--,1
5057,8926,16598,--,1
5058,8929,16599,--,1
5059,8921,16600,--,1
5060,8922,16601,--,1
5061,8924,16602,--,1
5062,8923,16603,--,1
5063,8925,16604,--,1
5064,8927,16605,--,1
5065,8928,16606,--,1
5066,9321,16607,--,1
5067,8548,16608,--,1
5068,8597,16609,--,1
5069,8598,16610,--,1
5070,8600,16611,--,1
5071,8862,16612,--,1
5072,8871,16613,--,1
5073,8872,16614,--,1
5074,8873,16615,--,1
5075,8874,16616,--,1
5076,8875,16617,--,1
5077,8876,16618,--,1
5078,9043,16619,--,1
5079,9044,16620,--,1
5080,9045,16621,--,1
5081,9046,16622,--,1
5082,9047,16623,--,1
5083,9139,16624,--,1
5084,9140,16625,--,1
5085,9141,16626,--,1
5086,9142,16627,--,1
5087,9310,16628,--,1
5088,9311,16629,--,1
5089,9596,16630,--,1
5090,9597,16631,--,1
5091,9615,16632,--,1
5092,9661,16633,--,1
5093,9662,16634,--,1
5094,9663,16635,--,1
5095,9678,16636,--,1
5096,7070,16637,-1,3
5097,7071,16638,--,1
5098,7072,16639,--,1
5099,7073,16640,--,1
5100,7074,16641,--,1
5101,7781,16642,--,1
5102,7782,16643,--,1
5103,8446,16644,--,1
5104,8447,16645,--,1
5105,8448,16646,--,1
5106,8800,16647,--,1
5107,8801,16648,--,1
5108,8802,16649,--,1
5109,8996,16650,--,1
5110,8997,16651,--,1
5111,8998,16652,--,1
5112,9665,16653,--,1
5113,9666,16654,--,1
5114,7697,16655,--,1
5115,7698,16656,--,1
5116,7699,16657,--,1
5117,7700,16658,-1,3
5118,7701,16659,--,1
5119,7702,16660,--,1
5120,7703,16661,--,1
5121,7704,16662,--,1
5122,7705,16663,--,1
5123,7706,16664,--,1
5124,7707,16665,--,1
5125,7708,16666,--,1
5126,7709,16667,--,1
5127,7710,16668,--,1
5128,7711,16669,--,1
5129,7712,16670,--,1
5130,7713,16671,--,1
5131,7714,16672,--,1
5132,7801,16673,--,1
5133,8819,16674,--,1
5134,9733,16675,--,1
5135,9683,16676,--,1
5136,9685,16677,--,1
5137,9687,16678,--,1
5138,9688,16679,--,1
5139,9689,16680,--,1
5140,9693,16681,--,1
5141,9697,16682,--,1
5142,9699,16683,--,1
5143,9702,16684,--,1
5144,9707,16685,--,1
5145,9708,16686,--,1
5146,9709,16687,--,1
5147,9710,16688,--,1
5148,9712,16689,--,1
5149,9714,16690,--,1
5150,9717,16691,--,1
5151,9720,16692,--,1
5152,9721,16693,--,1
5153,9722,16694,--,1
5154,9725,16695,--,1
5155,9727,16696,--,1
5156,9732,16697,--,1
5157,9734,16698,--,1
5158,9737,16699,--,1
5159,9739,16700,--,1
5160,9741,16701,--,1
5161,9745,16702,--,1
5162,9751,16703,--,1
5163,9753,16704,--,1
5164,9755,16705,--,1
5165,9762,16706,--,1
5166,9764,16707,--,1
5167,9770,16708,--,1
5168,9771,16709,--,1
5169,9778,16710,--,1
5170,9781,16711,--,1
5171,9782,16712,--,1
5172,9787,16713,--,1
5173,9788,16714,--,1
5174,9789,16715,--,1
5175,9791,16716,--,1
5176,9792,16717,--,1
5177,9796,16718,--,1
5178,9802,16719,--,1
5179,9805,16720,--,1
5180,9817,16721,--,1
5181,9820,16722,--,1
5182,9856,16723,--,1
5183,9857,16724,--,1
5184,9858,16725,--,1
5185,9859,16726,--,1
5186,9860,16727,--,1
5187,9861,16728,--,1
5188,9862,16729,--,1
5189,9863,16730,--,1
5190,9864,16731,--,1
5191,9865,16732,--,1
5192,9866,16733,--,1
5193,9867,16734,--,1
5194,9868,16735,--,1
5195,9869,16736,--,1
5196,9870,16737,--,1
5197,9871,16738,--,1
5198,9872,16739,--,1
5199,9873,16740,--,1
5200,9874,16741,--,1
5201,9875,16742,--,1
5202,9876,16743,--,1
5203,9877,16744,--,1
5204,9878,16745,--,1
5205,9879,16746,--,1
5206,9880,16747,--,1
5207,9881,16748,--,1
5208,9882,16749,--,1
5209,9883,16750,--,1
5210,9884,16751,--,1
5211,9885,16752,--,1
5212,9886,16753,--,1
5213,9887,16754,--,1
5214,9888,16755,--,1
5215,9889,16756,--,1
5216,9890,16757,--,1
5217,9891,16758,--,1
5218,9892,16759,--,1
5219,9893,16760,--,1
5220,9894,16761,--,1
5221,9895,16762,--,1
5222,9896,16763,--,1
5223,9897,16764,--,1
5224,9898,16765,--,1
5225,9899,16766,--,1
5226,9900,16767,--,1
5227,9901,16768,--,1
5228,9902,16769,--,1
5229,9903,16770,--,1
5230,9904,16771,--,1
5231,9905,16772,--,1
5232,9906,16773,--,1
5233,9907,16774,--,1
5234,9908,16775,--,1
5235,9909,16776,--,1
5236,9910,16777,--,1
5237,9911,16778,--,1
5238,9912,16779,--,1
5239,9913,16780,--,1
5240,9914,16781,--,1
5241,9915,16782,--,1
5242,9916,16783,--,1
5243,9918,16784,--,1
5244,9919,16785,--,1
5245,9920,16786,--,1
5246,9921,16787,--,1
5247,9922,16788,--,1
5248,9923,16789,--,1
5249,9990,16790,--,1
5250,9991,16791,--,1
5251,9994,16792,--,1
5252,9995,16793,--,1
5253,9996,16794,--,1
5254,9997,16795,--,1
5255,9998,16796,--,1
5256,9999,16797,--,1
5257,10000,16798,--,1
5258,10001,16799,--,1
5259,10002,16800,--,1
5260,10003,16801,--,1
5261,10004,16802,--,1
5262,10005,16803,--,1
5263,10006,16804,--,1
5264,10007,16805,--,1
5265,10008,16806,--,1
5266,10009,16807,--,1
5267,10010,16808,--,1
5268,10011,16809,--,1
5269,10012,16810,--,1
5270,10013,16811,--,1
5271,10014,16812,--,1
5272,10015,16813,--,1
5273,10016,16814,--,1
5274,10017,16815,--,1
5275,10018,16816,--,1
5276,10019,16817,--,1
5277,10020,16818,--,1
5278,10021,16819,--,1
5279,10022,16820,--,1
5280,10023,16821,--,1
5281,10024,16822,--,1
5282,10025,16823,--,1
5283,10026,16824,--,1
5284,10027,16825,--,1
5285,10028,16826,--,1
5286,10029,16827,--,1
5287,10030,16828,--,1
5288,10031,16829,--,1
5289,10032,16830,--,1
5290,10033,16831,--,1
5291,10034,16832,--,1
5292,10035,16833,--,1
5293,10036,16834,--,1
5294,10037,16835,--,1
5295,10038,16836,--,1
5296,10039,16837,--,1
5297,10040,16838,--,1
5298,10041,16839,--,1
5299,10042,16840,--,1
5300,10043,16841,--,1
5301,10044,16842,--,1
5302,10045,16843,--,1
5303,10046,16844,--,1
5304,10047,16845,--,1
5305,10048,16846,--,1
5306,10049,16847,--,1
5307,10050,16848,--,1
5308,10051,16849,--,1
5309,9731,16850,--,1
5310,7223,16851,--,1
5311,9917,16852,--,1
5312,6905,16853,--,1
5313,6906,16854,--,1
5314,6907,16855,--,1
5315,6908,16856,--,1
5316,6909,16857,--,1
5317,6910,16858,--,1
5318,6911,16859,--,1
5319,7514,16860,--,1
5320,7515,16861,--,1
5321,7516,16862,--,1
5322,7517,16863,--,1
5323,7518,16864,--,1
5324,7519,16865,--,1
5325,7520,16866,--,1
5326,7521,16867,--,1
5327,8248,16868,--,1
5328,8249,16869,--,1
5329,8983,16870,--,1
5330,7726,16871,--,1
5331,7841,16872,--,1
5332,7842,16873,--,1
5333,7843,16874,--,1
5334,7844,16875,--,1
5335,7845,16876,--,1
5336,7846,16877,--,1
5337,7847,16878,--,1
5338,7848,16879,-1,3
5339,7849,16880,--,1
5340,7850,16881,--,1
5341,7851,16882,--,1
5342,7852,16883,--,1
5343,7853,16884,--,1
5344,7854,16885,--,1
5345,7855,16886,--,1
5346,7856,16887,--,1
5347,7857,16888,--,1
5348,7858,16889,--,1
5349,7859,16890,--,1
5350,7544,16891,--,1
5351,7545,16892,--,1
5352,7546,16893,--,1
5353,7547,16894,--,1
5354,7548,16895,--,1
5355,7549,16896,--,1
5356,7550,16897,--,1
5357,7551,16898,-1,3
5358,7552,16899,--,1
5359,7553,16900,--,1
5360,7554,16901,--,1
5361,7555,16902,--,1
5362,7556,16903,--,1
5363,7557,16904,--,1
5364,7558,16905,--,1
5365,7559,16906,--,1
5366,9487,16907,--,1
5367,9488,16908,--,1
5368,4603,16909,--,1
5369,5827,16910,--,1
5370,4710,16911,--,1
5371,5345,16912,--,1
5372,5346,16913,--,1
5373,5347,16914,--,1
5374,5348,16915,--,1
5375,5349,16916,--,1
5376,5350,16917,--,1
5377,10063,16918,-2,3
5378,8657,16919,--,1
5379,8658,16920,--,1
5380,8662,16921,--,1
5381,8659,16922,--,1
5382,8660,16923,--,1
5383,8661,16924,--,1
5384,8664,16925,--,1
5385,8665,16926,--,1
5386,8666,16927,--,1
5387,8663,16928,--,1
5388,7814,16929,--,1
5389,7910,16930,--,1
5390,7911,16931,--,1
5391,7912,16932,--,1
5392,7913,16933,--,1
5393,7914,16934,--,1
5394,7915,16935,--,1
5395,9211,16936,--,1
5396,6737,16937,--,1
5397,6738,16938,--,1
5398,6739,16939,--,1
5399,6740,16940,--,1
5400,6741,16941,--,1
5401,6742,16942,--,1
5402,6743,16943,--,1
5403,6744,16944,--,1
5404,6745,16945,--,1
5405,6746,16946,--,1
5406,6747,16947,--,1
5407,6748,16948,--,1
5408,6749,16949,--,1
5409,6750,16950,--,1
5410,6751,16951,--,1
5411,6752,16952,--,1
5412,6753,16953,--,1
5413,6754,16954,--,1
5414,6755,16955,--,1
5415,6756,16956,--,1
5416,7411,16957,--,1
5417,7919,16958,--,1
5418,8550,16959,--,1
5419,9682,16960,--,1
5420,9684,16961,--,1
5421,9703,16962,--,1
5422,9706,16963,--,1
